Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1036,61,Male,Blouse,Clothing,89,Georgia,2,Brown,Fall,2.8,1,Express,1,1,32,Venmo,1.0
1037,68,Male,Handbag,Accessories,47,Hawaii,2,Yellow,Fall,3.7,1,2-Day Shipping,1,1,13,Bank Transfer,12.0
1038,52,Male,Jewelry,Accessories,25,Rhode Island,4,Brown,Spring,3.4,1,Standard,1,1,48,Debit Card,4.0
1039,41,Male,Pants,Clothing,74,Nebraska,4,Cyan,Fall,3.0,1,Express,1,1,3,Bank Transfer,52.0
1040,29,Male,Belt,Accessories,46,Michigan,2,Magenta,Fall,4.8,1,Standard,1,1,39,Venmo,12.0
1041,68,Male,Jeans,Clothing,22,North Carolina,1,Magenta,Fall,4.0,1,Next Day Air,1,1,7,Cash,26.0
1042,36,Male,Shirt,Clothing,25,Minnesota,2,Orange,Summer,4.9,1,Next Day Air,1,1,11,Cash,26.0
1043,55,Male,Belt,Accessories,80,Maryland,2,Maroon,Spring,4.9,1,Next Day Air,1,1,47,Credit Card,52.0
1044,28,Male,Jeans,Clothing,76,Hawaii,2,Green,Spring,3.3,1,2-Day Shipping,1,1,28,Debit Card,26.0
1045,39,Male,Jeans,Clothing,30,Oregon,3,Teal,Summer,4.4,1,Next Day Air,1,1,17,Bank Transfer,4.0
1046,54,Male,Sweater,Clothing,79,New Mexico,3,Black,Fall,3.5,1,2-Day Shipping,1,1,11,PayPal,26.0
1047,40,Male,Sneakers,Footwear,22,Illinois,2,Magenta,Winter,4.2,1,Standard,1,1,12,Venmo,1.0
1048,31,Male,Socks,Clothing,36,Utah,1,Olive,Fall,4.2,1,Standard,1,1,7,Credit Card,26.0
1049,30,Male,Socks,Clothing,77,Maine,3,Yellow,Fall,2.7,1,Standard,1,1,19,Venmo,26.0
1050,45,Male,Sunglasses,Accessories,33,Virginia,1,Purple,Fall,2.8,1,Store Pickup,1,1,24,Cash,4.0
1051,48,Male,Sneakers,Footwear,64,Florida,2,Beige,Winter,3.8,1,Next Day Air,1,1,19,Venmo,12.0
1052,45,Male,Socks,Clothing,53,Ohio,2,Indigo,Fall,2.6,1,Free Shipping,1,1,39,PayPal,1.0
1053,60,Male,Shoes,Footwear,36,Virginia,4,Pink,Fall,3.0,1,2-Day Shipping,1,1,1,Credit Card,26.0
1054,59,Male,Blouse,Clothing,70,Kansas,2,Blue,Spring,3.3,0,2-Day Shipping,1,1,10,Debit Card,26.0
1055,18,Male,Shorts,Clothing,96,Arkansas,3,Cyan,Winter,4.9,0,Express,1,1,48,PayPal,4.0
1056,70,Male,Jacket,Outerwear,27,Massachusetts,2,Orange,Spring,3.3,0,Next Day Air,1,1,24,Debit Card,1.0
1057,20,Male,Sweater,Clothing,64,Idaho,3,Black,Winter,2.9,0,2-Day Shipping,1,1,42,Venmo,26.0
1058,65,Male,Jacket,Outerwear,23,Wisconsin,1,Maroon,Spring,4.4,0,2-Day Shipping,1,1,20,Credit Card,52.0
1059,29,Male,Scarf,Accessories,33,New Mexico,3,Violet,Summer,3.1,0,Next Day Air,1,1,49,Bank Transfer,4.0
1060,22,Male,Jacket,Outerwear,34,North Carolina,2,Beige,Winter,2.5,0,Standard,1,1,25,Debit Card,12.0
1061,27,Male,Sweater,Clothing,35,Iowa,1,Gray,Summer,2.6,0,Next Day Air,1,1,21,Debit Card,4.0
1062,36,Male,Coat,Outerwear,62,Idaho,2,Gray,Summer,4.4,0,Free Shipping,1,1,12,Venmo,4.0
1063,59,Male,Boots,Footwear,75,Ohio,2,Brown,Fall,2.6,0,Next Day Air,1,1,21,Debit Card,4.0
1064,62,Male,Hoodie,Clothing,29,Alabama,1,Indigo,Summer,3.3,0,Free Shipping,1,1,35,Cash,12.0
1065,34,Male,Hat,Accessories,28,Wyoming,2,Violet,Spring,3.5,0,Express,1,1,42,Credit Card,4.0
1066,59,Male,T-shirt,Clothing,20,Alabama,4,Blue,Spring,4.1,0,Store Pickup,1,1,3,PayPal,4.0
1067,49,Male,Coat,Outerwear,96,Mississippi,2,Red,Winter,4.0,0,Store Pickup,1,1,11,PayPal,26.0
1068,18,Male,Dress,Clothing,43,Pennsylvania,1,Peach,Summer,2.7,0,2-Day Shipping,1,1,22,PayPal,4.0
1069,55,Male,Shirt,Clothing,94,Wyoming,2,Olive,Fall,2.5,0,Standard,1,1,47,Credit Card,52.0
1070,38,Male,Skirt,Clothing,81,Maryland,4,White,Fall,4.3,0,Next Day Air,1,1,33,Venmo,4.0
1071,50,Male,Jewelry,Accessories,75,North Carolina,2,Magenta,Summer,3.3,0,Free Shipping,1,1,50,Debit Card,52.0
1072,61,Male,Hat,Accessories,81,Pennsylvania,2,Beige,Summer,2.6,0,Express,1,1,46,Credit Card,12.0
1073,48,Male,Shorts,Clothing,92,Idaho,3,Gold,Fall,3.8,0,Express,1,1,34,Debit Card,26.0
1074,22,Male,Scarf,Accessories,96,California,4,Purple,Spring,4.0,0,Store Pickup,1,1,33,Credit Card,12.0
1075,48,Male,Jewelry,Accessories,71,Tennessee,1,White,Fall,2.6,0,Standard,1,1,45,Bank Transfer,26.0
1076,57,Male,Sunglasses,Accessories,50,Missouri,3,Indigo,Summer,4.9,0,Next Day Air,1,1,32,Debit Card,26.0
1077,33,Male,Coat,Outerwear,72,North Dakota,3,Charcoal,Spring,2.9,0,Standard,1,1,47,Venmo,26.0
1078,58,Male,Jacket,Outerwear,28,West Virginia,2,Pink,Winter,3.7,0,Standard,1,1,5,PayPal,4.0
1079,37,Male,Sweater,Clothing,59,Arizona,2,Silver,Fall,4.4,0,Express,1,1,49,Credit Card,26.0
1080,18,Male,Coat,Outerwear,33,Oklahoma,1,Blue,Summer,4.4,0,Free Shipping,1,1,48,Bank Transfer,12.0
1081,65,Male,Scarf,Accessories,59,Pennsylvania,3,Blue,Fall,3.8,0,Express,1,1,22,Cash,4.0
1082,62,Male,Belt,Accessories,30,Idaho,4,Brown,Spring,4.5,0,Standard,1,1,45,Credit Card,1.0
1083,54,Male,Hat,Accessories,85,South Carolina,4,Cyan,Winter,2.6,0,Next Day Air,1,1,30,Venmo,4.0
1084,35,Male,Backpack,Accessories,97,Washington,3,Teal,Summer,3.3,0,Store Pickup,1,1,43,Cash,52.0
1085,34,Male,T-shirt,Clothing,36,Arkansas,1,Purple,Fall,4.1,0,Next Day Air,1,1,48,Cash,4.0
1086,25,Male,Jewelry,Accessories,85,Utah,2,Turquoise,Winter,3.0,0,Store Pickup,1,1,23,Venmo,26.0
1087,53,Male,Sunglasses,Accessories,62,Alaska,2,Olive,Winter,3.0,0,Free Shipping,1,1,27,PayPal,26.0
1088,45,Male,Jeans,Clothing,71,West Virginia,1,White,Winter,3.4,0,Next Day Air,1,1,7,Bank Transfer,12.0
1089,49,Male,Pants,Clothing,21,Louisiana,2,Turquoise,Winter,2.7,0,Free Shipping,1,1,2,PayPal,52.0
1090,40,Male,Backpack,Accessories,61,Arizona,2,Silver,Spring,3.8,0,Next Day Air,1,1,33,PayPal,26.0
1091,38,Male,Scarf,Accessories,58,Connecticut,2,Violet,Spring,4.2,0,Store Pickup,1,1,27,Cash,26.0
1092,44,Male,Sweater,Clothing,80,North Carolina,3,Lavender,Spring,4.7,0,Store Pickup,1,1,6,Credit Card,26.0
1093,68,Male,Jewelry,Accessories,50,South Dakota,3,Magenta,Spring,4.1,0,2-Day Shipping,1,1,20,Venmo,4.0
1094,60,Male,Sneakers,Footwear,48,Delaware,1,Indigo,Winter,4.2,0,2-Day Shipping,1,1,46,Venmo,4.0
1095,25,Male,Jewelry,Accessories,40,Connecticut,2,Black,Winter,4.8,0,Next Day Air,1,1,25,Cash,4.0
1096,19,Male,Coat,Outerwear,34,Tennessee,1,Peach,Summer,3.0,0,Free Shipping,1,1,30,Bank Transfer,4.0
1097,57,Male,Coat,Outerwear,46,New Hampshire,1,Beige,Fall,2.6,0,Standard,1,1,48,Credit Card,1.0
1098,58,Male,Sunglasses,Accessories,27,Vermont,2,Black,Summer,3.2,0,Store Pickup,1,1,47,Bank Transfer,52.0
1099,49,Male,Handbag,Accessories,98,Idaho,1,Turquoise,Spring,3.6,0,Next Day Air,1,1,27,Credit Card,52.0
1100,19,Male,Sweater,Clothing,73,North Carolina,2,Peach,Fall,2.6,0,Next Day Air,1,1,45,Bank Transfer,26.0
1101,50,Male,Pants,Clothing,28,Nevada,3,Gold,Spring,4.4,0,Express,1,1,2,Credit Card,52.0
1102,30,Male,Gloves,Accessories,76,Delaware,4,Silver,Fall,3.0,0,Free Shipping,1,1,39,Cash,26.0
1103,52,Male,Sweater,Clothing,83,Texas,2,Peach,Fall,2.9,0,Express,1,1,24,Cash,26.0
1104,35,Male,Hoodie,Clothing,23,Tennessee,1,Charcoal,Spring,4.3,0,Free Shipping,1,1,8,Debit Card,26.0
1105,35,Male,Hat,Accessories,28,Delaware,2,Beige,Fall,3.1,0,Express,1,1,8,Bank Transfer,4.0
1106,33,Male,T-shirt,Clothing,83,Massachusetts,1,Olive,Spring,3.0,0,Next Day Air,1,1,6,Venmo,4.0
1107,52,Male,Skirt,Clothing,96,Minnesota,3,Violet,Winter,3.6,0,Store Pickup,1,1,12,Venmo,26.0
1108,69,Male,Sneakers,Footwear,62,Texas,2,Peach,Fall,2.8,0,Store Pickup,1,1,26,Bank Transfer,52.0
1109,27,Male,Shorts,Clothing,25,Nebraska,2,Teal,Fall,2.8,0,Standard,1,1,50,Cash,26.0
1110,66,Male,Hoodie,Clothing,97,Oklahoma,3,Violet,Winter,3.8,0,Next Day Air,1,1,2,Venmo,52.0
1111,28,Male,Hoodie,Clothing,61,Texas,3,Cyan,Fall,3.0,0,Standard,1,1,31,Cash,26.0
1112,22,Male,Shoes,Footwear,66,New York,1,Olive,Summer,4.1,0,Next Day Air,1,1,4,Credit Card,26.0
1113,69,Male,Hoodie,Clothing,67,Washington,4,Pink,Spring,4.6,0,Free Shipping,1,1,32,PayPal,4.0
1114,28,Male,Sunglasses,Accessories,80,Maryland,2,Purple,Summer,4.8,0,Next Day Air,1,1,11,PayPal,26.0
1115,55,Male,Skirt,Clothing,25,New Hampshire,3,Violet,Fall,2.6,0,Next Day Air,1,1,47,Bank Transfer,4.0
1116,30,Male,Hat,Accessories,58,New York,1,Peach,Fall,4.0,0,2-Day Shipping,1,1,37,Cash,52.0
1117,67,Male,Backpack,Accessories,96,Hawaii,2,Charcoal,Winter,4.2,0,Express,1,1,39,PayPal,26.0
1118,25,Male,Sunglasses,Accessories,77,California,3,Lavender,Spring,4.5,0,Store Pickup,1,1,24,Credit Card,12.0
1119,49,Male,Belt,Accessories,65,Indiana,2,Purple,Summer,4.9,0,Standard,1,1,11,PayPal,4.0
1120,34,Male,Jewelry,Accessories,36,Louisiana,2,Indigo,Spring,3.1,0,Standard,1,1,36,Credit Card,52.0
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,2,Magenta,Winter,4.0,0,Next Day Air,1,1,40,Debit Card,12.0
1122,63,Male,T-shirt,Clothing,58,Florida,4,Peach,Fall,3.2,0,Express,1,1,25,Cash,4.0
1123,70,Male,Handbag,Accessories,62,North Carolina,1,Charcoal,Spring,4.3,0,2-Day Shipping,1,1,12,Credit Card,1.0
1124,36,Male,Hat,Accessories,67,Massachusetts,1,Purple,Fall,2.5,0,Store Pickup,1,1,38,Cash,12.0
1125,42,Male,Sweater,Clothing,20,Iowa,2,Orange,Spring,3.8,0,Express,1,1,40,Cash,4.0
1126,27,Male,Sandals,Footwear,90,North Dakota,2,Lavender,Summer,2.7,0,2-Day Shipping,1,1,10,Bank Transfer,52.0
1127,23,Male,Scarf,Accessories,58,Iowa,3,Beige,Winter,3.4,0,Standard,1,1,47,Venmo,26.0
1128,50,Male,Shirt,Clothing,53,Delaware,4,Maroon,Spring,4.8,0,Store Pickup,1,1,22,Debit Card,12.0
1129,56,Male,Gloves,Accessories,30,New York,3,Charcoal,Winter,4.7,0,Next Day Air,1,1,35,Debit Card,12.0
1130,37,Male,Hoodie,Clothing,65,New Hampshire,4,White,Winter,4.7,0,Express,1,1,46,Venmo,26.0
1131,67,Male,Jewelry,Accessories,41,Kentucky,2,Lavender,Summer,3.9,0,Standard,1,1,30,PayPal,26.0
1132,67,Male,Shirt,Clothing,73,Illinois,2,Black,Spring,3.7,0,Express,1,1,20,Bank Transfer,12.0
1133,50,Male,Hoodie,Clothing,98,North Carolina,1,Teal,Spring,4.3,0,Store Pickup,1,1,25,Cash,26.0
1134,36,Male,Shoes,Footwear,36,Connecticut,4,Magenta,Winter,4.1,0,2-Day Shipping,1,1,29,Cash,52.0
1135,62,Male,T-shirt,Clothing,81,Wisconsin,2,Brown,Summer,3.8,0,Express,1,1,2,Venmo,4.0
1136,65,Male,Skirt,Clothing,90,Massachusetts,3,Peach,Winter,3.6,0,2-Day Shipping,1,1,32,Bank Transfer,4.0
1137,23,Male,Handbag,Accessories,83,Illinois,1,Cyan,Summer,4.8,0,Free Shipping,1,1,37,Cash,12.0
1138,46,Male,Shirt,Clothing,91,New Mexico,4,Pink,Winter,2.8,0,2-Day Shipping,1,1,16,Bank Transfer,4.0
1139,18,Male,Pants,Clothing,36,Iowa,2,Purple,Summer,4.7,0,Express,1,1,32,Venmo,26.0
1140,58,Male,Coat,Outerwear,53,Alabama,3,Purple,Spring,3.9,0,Standard,1,1,42,Debit Card,26.0
1141,31,Male,Jeans,Clothing,39,Maryland,2,White,Winter,2.6,0,Store Pickup,1,1,6,Credit Card,4.0
1142,39,Male,Gloves,Accessories,33,Ohio,1,Silver,Winter,4.7,0,Next Day Air,1,1,23,PayPal,26.0
1143,69,Male,T-shirt,Clothing,76,Ohio,3,Green,Spring,3.5,0,Store Pickup,1,1,27,Venmo,26.0
1144,68,Male,Boots,Footwear,23,Nevada,3,Teal,Winter,4.4,0,Standard,1,1,43,PayPal,4.0
1145,41,Male,Jeans,Clothing,54,South Carolina,1,Indigo,Fall,4.4,0,2-Day Shipping,1,1,25,Bank Transfer,26.0
1146,31,Male,Sneakers,Footwear,89,Nevada,3,Pink,Summer,3.0,0,Express,1,1,30,Cash,4.0
1147,48,Male,Sneakers,Footwear,38,Wisconsin,2,Indigo,Summer,4.2,0,Standard,1,1,7,Bank Transfer,4.0
1148,59,Male,Hat,Accessories,36,Tennessee,4,Red,Winter,4.3,0,Next Day Air,1,1,17,Debit Card,1.0
1149,34,Male,Pants,Clothing,66,Florida,2,Violet,Spring,2.6,0,Store Pickup,1,1,10,PayPal,26.0
1150,21,Male,Jewelry,Accessories,42,Georgia,3,Cyan,Spring,3.3,0,Store Pickup,1,1,40,Venmo,1.0
1151,29,Male,Jewelry,Accessories,36,Kentucky,1,Red,Winter,2.7,0,Next Day Air,1,1,50,Venmo,26.0
1152,41,Male,Blouse,Clothing,86,Ohio,2,Gray,Spring,3.8,0,Express,1,1,24,Credit Card,52.0
1153,62,Male,Handbag,Accessories,49,Connecticut,2,Gold,Fall,4.0,0,Standard,1,1,8,PayPal,4.0
1154,27,Male,Shirt,Clothing,41,Idaho,2,Pink,Summer,4.0,0,Free Shipping,1,1,6,Bank Transfer,4.0
1155,49,Male,Dress,Clothing,82,Georgia,3,Cyan,Spring,2.9,0,2-Day Shipping,1,1,44,Credit Card,26.0
1156,67,Male,T-shirt,Clothing,53,Tennessee,1,Red,Fall,2.6,0,Express,1,1,47,PayPal,4.0
1157,20,Male,Shoes,Footwear,21,Hawaii,2,Gold,Summer,4.8,0,Express,1,1,6,Venmo,4.0
1158,37,Male,Belt,Accessories,66,Maryland,2,Charcoal,Fall,4.4,0,Standard,1,1,11,Cash,4.0
1159,69,Male,Belt,Accessories,89,Nevada,3,Orange,Summer,4.0,0,2-Day Shipping,1,1,41,Bank Transfer,1.0
1160,66,Male,Handbag,Accessories,55,New Hampshire,3,Blue,Fall,3.6,0,2-Day Shipping,1,1,46,Venmo,4.0
1161,37,Male,Scarf,Accessories,42,North Dakota,1,Blue,Summer,3.2,0,Next Day Air,1,1,9,Venmo,26.0
1162,63,Male,Shorts,Clothing,52,Oklahoma,1,Orange,Fall,3.1,0,2-Day Shipping,1,1,37,PayPal,12.0
1163,47,Male,Sandals,Footwear,92,North Carolina,2,Blue,Winter,4.2,0,Express,1,1,13,PayPal,52.0
1164,26,Male,Pants,Clothing,56,Tennessee,3,White,Summer,3.0,0,2-Day Shipping,1,1,24,Debit Card,12.0
1165,68,Male,Dress,Clothing,96,Montana,2,Green,Winter,4.2,0,Standard,1,1,47,PayPal,4.0
1166,51,Male,T-shirt,Clothing,64,Wisconsin,2,Silver,Winter,2.9,0,Next Day Air,1,1,21,Venmo,4.0
1167,48,Male,Dress,Clothing,48,Connecticut,1,Lavender,Winter,3.7,0,Store Pickup,1,1,22,Venmo,26.0
1168,60,Male,Socks,Clothing,83,New Jersey,4,Beige,Summer,3.6,0,Free Shipping,1,1,16,PayPal,4.0
1169,68,Male,Scarf,Accessories,91,Mississippi,3,Violet,Summer,3.6,0,Standard,1,1,37,Debit Card,26.0
1170,25,Male,Backpack,Accessories,94,Wyoming,1,Gray,Fall,4.5,0,2-Day Shipping,1,1,3,Cash,1.0
1171,57,Male,Skirt,Clothing,62,Illinois,1,Red,Spring,3.2,0,Express,1,1,33,Cash,26.0
1172,41,Male,Socks,Clothing,55,Louisiana,2,Lavender,Spring,3.9,0,Next Day Air,1,1,15,Debit Card,1.0
1173,59,Male,Coat,Outerwear,68,Oregon,3,Peach,Spring,4.6,0,Store Pickup,1,1,42,Bank Transfer,26.0
1174,44,Male,Jewelry,Accessories,76,South Dakota,2,Indigo,Winter,2.5,0,Express,1,1,42,Cash,26.0
1175,42,Male,Backpack,Accessories,31,Michigan,2,Black,Winter,4.3,0,Express,1,1,19,Bank Transfer,26.0
1176,35,Male,Belt,Accessories,81,New Jersey,2,Beige,Spring,4.1,0,Store Pickup,1,1,26,PayPal,4.0
1177,36,Male,Dress,Clothing,83,Oregon,2,Red,Winter,3.8,0,Free Shipping,1,1,39,PayPal,4.0
1178,54,Male,Skirt,Clothing,21,Iowa,2,Black,Spring,4.8,0,Standard,1,1,24,Debit Card,12.0
1179,37,Male,Dress,Clothing,22,South Carolina,2,Teal,Spring,4.9,0,Express,1,1,23,Debit Card,1.0
1180,20,Male,T-shirt,Clothing,33,Indiana,2,Blue,Summer,2.8,0,Free Shipping,1,1,44,Bank Transfer,1.0
1181,23,Male,Skirt,Clothing,23,Oregon,1,Beige,Spring,4.9,0,Standard,1,1,34,Cash,12.0
1182,61,Male,Shorts,Clothing,96,New York,3,Teal,Summer,3.5,0,Free Shipping,1,1,43,Bank Transfer,4.0
1183,37,Male,Jewelry,Accessories,21,New Mexico,2,Maroon,Spring,3.8,0,Express,1,1,45,PayPal,4.0
1184,23,Male,Pants,Clothing,39,Louisiana,2,Yellow,Spring,4.5,0,2-Day Shipping,1,1,4,Credit Card,52.0
1185,63,Male,Belt,Accessories,73,South Carolina,1,Indigo,Fall,3.4,0,Express,1,1,19,Credit Card,1.0
1186,47,Male,Jeans,Clothing,64,Maine,2,Magenta,Spring,3.9,0,Standard,1,1,29,Credit Card,12.0
1187,63,Male,Jeans,Clothing,68,Indiana,2,Beige,Summer,4.1,0,2-Day Shipping,1,1,27,Credit Card,1.0
1188,56,Male,Hat,Accessories,89,Iowa,3,Maroon,Fall,3.0,0,Express,1,1,37,Credit Card,4.0
1189,68,Male,Blouse,Clothing,29,Mississippi,2,Magenta,Summer,3.3,0,Next Day Air,1,1,11,Credit Card,52.0
1190,64,Male,Shirt,Clothing,97,Arkansas,4,Teal,Summer,3.8,0,Free Shipping,1,1,28,Debit Card,1.0
1191,62,Male,Shirt,Clothing,45,South Carolina,2,Orange,Winter,4.3,0,Next Day Air,1,1,31,Credit Card,52.0
1192,34,Male,T-shirt,Clothing,70,Indiana,3,Charcoal,Winter,4.1,0,Free Shipping,1,1,50,Venmo,4.0
1193,49,Male,Coat,Outerwear,56,Florida,2,Turquoise,Summer,4.0,0,2-Day Shipping,1,1,42,Venmo,4.0
1194,40,Male,Jacket,Outerwear,55,Alaska,3,Pink,Fall,5.0,0,2-Day Shipping,1,1,18,Credit Card,26.0
1195,50,Male,Hoodie,Clothing,46,New York,1,Teal,Winter,3.1,0,2-Day Shipping,1,1,6,Credit Card,26.0
1196,25,Male,Scarf,Accessories,95,Texas,2,White,Winter,4.0,0,2-Day Shipping,1,1,33,Venmo,12.0
1197,30,Male,Belt,Accessories,88,North Dakota,2,Maroon,Winter,3.2,0,2-Day Shipping,1,1,13,Bank Transfer,26.0
1198,54,Male,Sneakers,Footwear,92,Vermont,3,Violet,Fall,3.9,0,Standard,1,1,26,PayPal,1.0
1199,40,Male,Socks,Clothing,49,New Jersey,2,Brown,Summer,3.9,0,2-Day Shipping,1,1,17,Cash,1.0
1200,49,Male,Sandals,Footwear,89,Maryland,2,Indigo,Fall,4.5,0,Free Shipping,1,1,3,Debit Card,52.0
1201,27,Male,Coat,Outerwear,22,Connecticut,4,Black,Winter,4.4,0,Store Pickup,1,1,7,PayPal,52.0
1202,27,Male,Shoes,Footwear,61,Illinois,4,Black,Summer,3.1,0,2-Day Shipping,1,1,46,Venmo,26.0
1203,48,Male,Scarf,Accessories,29,Maryland,1,Olive,Spring,2.9,0,Standard,1,1,14,Venmo,4.0
1204,40,Male,Sneakers,Footwear,82,Minnesota,2,Orange,Winter,3.7,0,Free Shipping,1,1,23,Bank Transfer,1.0
1205,67,Male,Belt,Accessories,94,Florida,2,Pink,Spring,3.2,0,2-Day Shipping,1,1,20,Credit Card,4.0
1206,52,Male,Handbag,Accessories,99,California,2,Olive,Spring,3.5,0,Standard,1,1,38,Bank Transfer,26.0
1207,22,Male,Handbag,Accessories,59,Mississippi,1,Cyan,Fall,3.0,0,Free Shipping,1,1,16,Venmo,4.0
1208,62,Male,Boots,Footwear,90,Washington,2,White,Summer,4.1,0,Next Day Air,1,1,48,Credit Card,4.0
1209,20,Male,Boots,Footwear,100,Wisconsin,1,Red,Winter,3.8,0,2-Day Shipping,1,1,8,Debit Card,1.0
1210,41,Male,Pants,Clothing,62,Pennsylvania,2,Blue,Winter,3.8,0,Next Day Air,1,1,16,Bank Transfer,12.0
1211,34,Male,Sunglasses,Accessories,78,Missouri,2,Olive,Fall,4.1,0,Next Day Air,1,1,5,Cash,4.0
1212,23,Male,Hoodie,Clothing,94,Oklahoma,2,Green,Spring,4.6,0,Store Pickup,1,1,14,Venmo,4.0
1213,32,Male,Shoes,Footwear,74,Pennsylvania,2,Yellow,Summer,2.5,0,Free Shipping,1,1,18,Credit Card,52.0
1214,68,Male,Handbag,Accessories,52,Kentucky,4,Black,Spring,3.7,0,Express,1,1,14,Debit Card,4.0
1215,30,Male,Jacket,Outerwear,81,Vermont,2,Blue,Fall,3.8,0,Free Shipping,1,1,5,Cash,4.0
1216,66,Male,Blouse,Clothing,20,Oregon,3,Pink,Winter,2.6,0,2-Day Shipping,1,1,15,Credit Card,4.0
1217,62,Male,Pants,Clothing,32,Utah,4,Lavender,Summer,3.7,0,Free Shipping,1,1,3,Venmo,4.0
1218,50,Male,Boots,Footwear,63,Nebraska,4,Cyan,Fall,2.6,0,Free Shipping,1,1,12,Cash,4.0
1219,55,Male,Boots,Footwear,79,Pennsylvania,2,Cyan,Spring,3.1,0,Store Pickup,1,1,43,Cash,4.0
1220,19,Male,Sweater,Clothing,23,Vermont,2,Gold,Winter,2.5,0,Next Day Air,1,1,35,Credit Card,26.0
1221,67,Male,Gloves,Accessories,64,Kentucky,2,Green,Winter,3.8,0,Express,1,1,36,Bank Transfer,4.0
1222,18,Male,Socks,Clothing,69,Iowa,2,Red,Winter,4.5,0,Standard,1,1,3,Cash,4.0
1223,58,Male,Jeans,Clothing,69,Indiana,3,Magenta,Fall,3.4,0,Store Pickup,1,1,27,Bank Transfer,1.0
1224,69,Male,Pants,Clothing,24,Kansas,3,Red,Winter,3.9,0,Free Shipping,1,1,21,Bank Transfer,52.0
1225,62,Male,Shorts,Clothing,50,Illinois,2,Yellow,Summer,3.7,0,Store Pickup,1,1,18,Venmo,52.0
1226,28,Male,Gloves,Accessories,97,North Carolina,1,Turquoise,Fall,2.6,0,Free Shipping,1,1,16,Debit Card,52.0
1227,53,Male,Sandals,Footwear,91,Ohio,1,Cyan,Fall,3.4,0,Store Pickup,1,1,18,Venmo,26.0
1228,27,Male,Blouse,Clothing,37,Illinois,3,Yellow,Spring,4.9,0,Store Pickup,1,1,19,Bank Transfer,26.0
1229,55,Male,Jacket,Outerwear,55,Indiana,1,Yellow,Winter,3.9,0,Express,1,1,1,Cash,1.0
1230,34,Male,Jewelry,Accessories,52,Kansas,4,Maroon,Winter,3.6,0,Express,1,1,39,Bank Transfer,1.0
1231,25,Male,Hat,Accessories,80,Illinois,3,Brown,Spring,3.8,0,Standard,1,1,49,Venmo,12.0
1232,66,Male,Socks,Clothing,79,Pennsylvania,2,Gold,Spring,4.0,0,2-Day Shipping,1,1,43,Credit Card,26.0
1233,57,Male,Handbag,Accessories,23,New York,2,Charcoal,Summer,3.6,0,Free Shipping,1,1,31,Debit Card,4.0
1234,46,Male,Pants,Clothing,73,Utah,3,Beige,Winter,3.5,0,Next Day Air,1,1,40,Venmo,4.0
1235,38,Male,Gloves,Accessories,99,New Jersey,2,Indigo,Fall,4.1,0,Store Pickup,1,1,2,Bank Transfer,26.0
1236,23,Male,Sweater,Clothing,22,Idaho,2,Red,Spring,3.0,0,Store Pickup,1,1,46,PayPal,4.0
1237,42,Male,Hat,Accessories,68,New Mexico,2,White,Summer,4.4,0,Store Pickup,1,1,35,Debit Card,4.0
1238,25,Male,Dress,Clothing,92,Michigan,1,Charcoal,Spring,4.4,0,2-Day Shipping,1,1,42,Credit Card,4.0
1239,55,Male,Pants,Clothing,77,Wyoming,2,Violet,Winter,3.7,0,Express,1,1,3,Venmo,26.0
1240,62,Male,Coat,Outerwear,37,New Jersey,4,Magenta,Spring,4.8,0,Standard,1,1,32,Debit Card,4.0
1241,41,Male,Scarf,Accessories,79,New Jersey,3,White,Winter,2.9,0,Store Pickup,1,1,48,Debit Card,1.0
1242,58,Male,Hoodie,Clothing,51,Hawaii,4,Pink,Winter,3.1,0,Express,1,1,34,Credit Card,52.0
1243,56,Male,Socks,Clothing,27,Nevada,2,Lavender,Summer,4.0,0,Next Day Air,1,1,15,Bank Transfer,4.0
1244,25,Male,Blouse,Clothing,23,New Hampshire,1,Pink,Spring,3.0,0,Store Pickup,1,1,22,Debit Card,1.0
1245,70,Male,Socks,Clothing,76,Indiana,1,Silver,Summer,3.9,0,2-Day Shipping,1,1,2,Cash,12.0
1246,42,Male,Dress,Clothing,31,New York,2,Violet,Fall,3.4,0,Standard,1,1,30,Bank Transfer,52.0
1247,27,Male,Hoodie,Clothing,60,Louisiana,2,Charcoal,Winter,2.7,0,Standard,1,1,27,Cash,12.0
1248,65,Male,T-shirt,Clothing,99,Virginia,2,Charcoal,Spring,3.8,0,Express,1,1,18,Venmo,26.0
1249,62,Male,Hat,Accessories,37,Wisconsin,4,Red,Winter,3.0,0,Free Shipping,1,1,8,Credit Card,1.0
1250,62,Male,Boots,Footwear,50,Oregon,2,Peach,Winter,4.5,0,Express,1,1,48,Venmo,26.0
1251,52,Male,Jeans,Clothing,26,New Hampshire,4,Purple,Winter,4.1,0,Free Shipping,1,1,24,Cash,12.0
1252,56,Male,Shorts,Clothing,86,Indiana,4,Orange,Spring,5.0,0,Next Day Air,1,1,43,Credit Card,12.0
1253,28,Male,Sandals,Footwear,41,Massachusetts,3,Magenta,Fall,4.0,0,Standard,1,1,8,Cash,4.0
